"","200","500","800"
"New1",0.0885,0.132,0.169
"New2",0.0545,0.0735,0.077
"New3",0.0445,0.0545,0.051
"oracle",0.0425,0.0565,0.0455
"chi",0.048,0.05,0.054
"fast",0.0505,0.053,0.0555
"CQ",0.0655,0.068,0.073
"SD",0.0205,0.014,0.0095
"ljw",0.042,0.0475,0.0475
