"","200","500","800"
"New1",0.078,0.1,0.104
"New2",0.0555,0.0615,0.0685
"New3",0.049,0.052,0.049
"oracle",0.0485,0.0485,0.0545
"chi",0.059,0.0495,0.0535
"fast",0.061,0.0495,0.0545
"CQ",0.0785,0.069,0.074
"SD",0.0265,0.0115,0.0105
"ljw",0.043,0.0605,0.046
